INCIDENT_ID;DATE;X_1;X_2;X_3;X_4;X_5;X_6;X_7;X_8;X_9;X_10;X_11;X_12;X_13;X_14;X_15;MULTIPLE_OFFENSE
CR_88610;27/4/2002;0;45;45;10;3;6;4;1;6;1;316;1;103;29;34;1
CR_139432;18/7/2009;0;36;34;2;1;3;5;1;2;1;316;1;92;142;34;1
CR_95167;6/11/2003;1;36;34;2;1;15;10;0;5;1;174;0;92;29;43;1
CR_150138;20/7/2011;0;17;16;0;0;5;6;1;6;2;0;2;54;62;34;1
CR_186311;22/11/2017;0;9;10;7;3;2;7;2;5;1;174;;10;80;0;1
CR_103931;11/1/2004;0;46;46;3;5;6;4;0;5;1;328;0;98;142;34;1
CR_46579;11/8/1997;1;36;34;2;1;15;10;1;6;1;249;1;92;29;34;1
CR_175052;12/8/2015;0;24;24;0;0;4;2;1;2;1;174;0;111;115;43;1
CR_100746;30/7/2004;0;24;24;0;0;6;4;0;5;1;316;0;72;142;34;1
CR_119034;5/12/2006;7;47;48;7;3;9;8;0;5;1;174;0;112;29;23;1
CR_152525;1/2/2011;0;36;34;2;1;1;0;0;5;1;127;1;103;62;36;0
CR_38457;18/3/1996;1;36;34;2;1;15;10;1;6;1;174;0;18;133;46;1
CR_42330;26/7/1997;0;4;4;6;5;1;0;1;6;1;316;1;103;62;34;1
CR_161508;29/1/2013;7;4;4;6;5;9;8;0;5;1;174;0;110;93;46;1
CR_126844;10/8/2007;0;49;49;6;5;7;1;0;5;3;249;3;103;29;34;1
CR_180349;14/11/2016;0;19;19;1;3;6;4;0;5;2;174;2;103;62;34;1
CR_58558;1/11/1999;0;4;4;6;5;2;7;3;6;2;174;2;98;62;34;1
CR_171484;11/9/2014;1;44;44;1;3;11;17;1;6;1;249;1;103;29;34;1
CR_152281;12/5/2011;0;33;32;2;1;7;1;1;6;1;249;1;113;87;34;1
CR_13308;4/4/1993;0;21;23;4;1;7;1;1;6;1;174;1;92;93;34;1
CR_59413;3/9/1999;0;15;14;3;5;4;2;0;5;1;174;1;72;62;34;1
CR_501;15/8/1991;0;16;15;0;0;1;0;3;6;1;0;1;72;29;34;1
CR_24767;25/11/1995;1;4;4;6;5;15;10;0;5;1;174;1;103;142;34;1
CR_126708;25/8/2007;0;47;48;7;3;4;2;0;5;1;174;0;18;93;46;1
CR_106708;14/8/2005;1;9;10;7;3;15;10;3;6;2;0;2;72;107;34;1
CR_105347;18/11/2005;0;4;4;6;5;1;0;1;6;1;316;1;72;103;34;1
CR_8801;9/10/1992;0;36;34;2;1;1;0;0;2;2;316;2;92;142;34;1
CR_91118;24/8/2003;0;4;4;6;5;2;7;1;6;1;249;1;103;93;34;1
CR_136622;6/7/2009;0;6;6;4;1;5;6;0;5;1;174;0;54;29;23;1
CR_103209;25/5/2004;0;39;39;6;5;2;7;2;6;1;303;1;72;130;34;1
CR_197509;26/3/2018;0;45;45;10;3;8;3;0;5;1;225;1;40;130;34;1
CR_39711;20/6/1996;0;39;39;6;5;3;5;1;2;1;249;1;24;142;34;1
CR_13597;2/1/1993;1;22;22;7;3;15;10;0;5;1;174;1;72;93;34;1
CR_103345;21/9/2004;0;40;40;2;1;3;5;1;6;1;249;1;72;29;34;1
CR_99583;28/1/2004;1;18;18;9;0;12;16;0;5;1;328;0;92;142;0;1
CR_176133;26/7/2015;1;36;34;2;1;15;10;1;6;1;316;1;92;80;34;1
CR_180573;2/12/2016;0;21;23;4;1;4;2;0;5;1;174;0;111;93;43;1
CR_42943;15/3/1997;7;4;4;6;5;9;8;0;5;1;174;0;112;62;48;1
CR_112911;30/7/2006;0;4;4;6;5;6;4;0;5;1;174;1;103;29;34;1
CR_70057;22/4/2000;0;36;34;2;1;1;0;0;5;1;174;0;103;93;43;1
CR_193828;19/2/2018;0;17;16;0;0;2;7;1;2;1;0;1;103;62;34;1
CR_74327;24/12/2001;0;4;4;6;5;3;5;1;6;1;0;1;72;103;34;1
CR_189730;7/10/2017;5;36;34;2;1;18;13;1;5;1;127;;103;87;43;1
CR_48956;8/2/1998;0;3;2;3;5;1;0;0;5;1;174;1;103;103;34;1
CR_186444;27/7/2017;1;15;14;3;5;16;12;0;5;1;174;1;98;87;34;1
CR_125324;30/7/2007;0;37;37;0;0;7;1;2;6;1;249;1;92;29;34;1
CR_51607;28/9/1998;0;16;15;0;0;1;0;2;2;1;0;1;72;62;34;1
CR_71828;5/8/2000;0;47;48;7;3;8;3;1;6;1;330;0;113;29;48;1
CR_68729;31/10/2000;0;24;24;0;0;7;1;1;5;1;174;1;72;142;34;1
CR_65899;19/7/2000;0;4;4;6;5;6;4;0;5;1;174;0;18;138;46;1
CR_116886;19/1/2006;0;33;32;2;1;5;6;0;5;1;127;0;103;93;43;1
CR_64513;20/4/2000;0;3;2;3;5;1;0;3;1;5;0;5;92;80;34;1
CR_184512;10/8/2017;0;3;2;3;5;3;5;2;6;1;0;1;98;29;34;1
CR_32248;26/9/1996;0;3;2;3;5;1;0;0;5;1;249;1;24;14;34;1
CR_18394;15/2/1993;0;49;49;6;5;2;7;1;6;1;249;1;72;14;34;1
CR_105114;19/3/2005;0;4;4;6;5;6;4;2;6;1;303;1;98;29;34;1
CR_58935;9/12/1999;0;6;6;4;1;5;6;1;6;1;249;1;72;29;34;1
CR_79987;12/4/2001;0;37;37;0;0;3;5;1;6;1;249;0;72;29;34;1
CR_82898;2/11/2002;0;4;4;6;5;1;0;1;5;1;316;1;67;130;34;1
CR_32484;4/1/1996;0;4;4;6;5;4;2;1;6;1;249;1;103;29;34;1
CR_192251;5/9/2018;0;4;4;6;5;1;0;1;5;1;316;1;72;62;34;1
CR_189877;1/3/2017;0;37;37;0;0;5;6;0;5;1;174;0;18;93;0;1
CR_54015;4/6/1998;0;33;32;2;1;5;6;0;5;1;249;1;103;93;34;1
CR_94030;2/4/2003;0;33;32;2;1;6;4;1;6;1;316;1;103;29;34;1
CR_39911;20/1/1996;0;40;40;2;1;3;5;1;6;1;0;1;72;138;34;1
CR_187421;11/3/2017;0;21;23;4;1;2;7;1;6;1;249;1;103;29;34;1
CR_149133;12/9/2011;1;4;4;6;5;15;10;0;5;1;174;0;18;133;46;1
CR_119907;9/2/2007;1;4;4;6;5;11;17;1;6;2;179;1;103;62;34;0
CR_69349;21/1/2000;0;33;32;2;1;6;4;0;5;1;127;0;103;93;43;1
CR_155799;26/8/2012;0;6;6;4;1;6;4;1;6;1;0;1;12;80;34;1
CR_171150;19/6/2014;0;37;37;0;0;2;7;2;2;1;316;1;103;130;34;1
CR_192877;27/12/2018;0;4;4;6;5;5;6;1;6;3;0;3;103;29;34;1
CR_23955;1/8/1994;1;47;48;7;3;15;10;0;6;1;174;0;112;29;48;1
CR_17555;15/4/1993;0;45;45;10;3;2;7;2;6;1;249;1;84;29;34;1
CR_140717;22/4/2009;0;44;44;1;3;6;4;1;6;1;249;1;109;62;34;1
